title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,decade,na_pct,jp_pct,pal_pct,other_pct,sales_tier,,,
Frogger II: Threeedeep!,2600,Action,Parker Bros.,7.3,0.33,0.31,0,0.02,0,1984,1980,93.9,0,6.1,0,Mid-tier (0.1ƒ??1M),,,
Harry Potter and the Deathly Hallows - Part 2,Wii,Action,Electronic Arts,7.3,0.33,0.17,0,0.13,0.03,2011,2010,51.5,0,39.4,9.1,Mid-tier (0.1ƒ??1M),,,
Deathtrap Dungeon,PS,Action,Eidos Interactive,7.3,0.33,0.19,0,0.13,0.02,1998,1990,57.6,0,39.4,6.1,Mid-tier (0.1ƒ??1M),,,
Extra Bases,GB,Sports,Bandai,7.3,0.33,0,0.33,0,0,1991,1990,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
World Stadium 3,PS,Sports,Namco,7.3,0.33,0,0.31,0,0.02,1999,1990,0,93.9,0,6.1,Mid-tier (0.1ƒ??1M),,,
The X-Factor,Wii,Misc,Deep Silver,7.3,0.33,0,0,0.29,0.04,2010,2010,0,0,87.9,12.1,Mid-tier (0.1ƒ??1M),,,
Sengoku Musou 3 Z,PS3,Action,Tecmo Koei,7.3,0.33,0,0.33,0,0,2011,2010,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Murdered: Soul Suspect,PS4,Action-Adventure,Square Enix,7.3,0.33,0.09,0.02,0.17,0.05,2014,2010,27.3,6.1,51.5,15.2,Mid-tier (0.1ƒ??1M),,,
Battle Dodge Ball,SNES,Sports,Banpresto,7.3,0.33,0,0.33,0,0,1991,1990,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Cool Boarders 2001,PS2,Sports,Sony Computer Entertainment,7.3,0.33,0.16,0,0.13,0.04,2001,2000,48.5,0,39.4,12.1,Mid-tier (0.1ƒ??1M),,,
MLB 09: The Show,PS2,Sports,Sony Computer Entertainment,7.3,0.33,0.16,0,0.13,0.04,2009,2000,48.5,0,39.4,12.1,Mid-tier (0.1ƒ??1M),,,
Major League Baseball 2K6,XB,Sports,2K Sports,7.3,0.33,0.24,0,0.07,0.01,2006,2000,72.7,0,21.2,3,Mid-tier (0.1ƒ??1M),,,
Spongebob Squarepants: Creature from the Krusty Krab,GC,Platform,THQ,7.3,0.33,0.25,0,0.07,0.01,2006,2000,75.8,0,21.2,3,Mid-tier (0.1ƒ??1M),,,
Pitfall 3D: Beyond the Jungle,PS,Platform,Activision,7.3,0.33,0.18,0,0.12,0.02,1998,1990,54.5,0,36.4,6.1,Mid-tier (0.1ƒ??1M),,,
Classic NES Series: Castlevania,GBA,Platform,Nintendo,7.4,0.33,0.17,0.09,0.06,0.01,2004,2000,51.5,27.3,18.2,3,Mid-tier (0.1ƒ??1M),,,
Tak 2: The Staff of Dreams,GC,Platform,THQ,7.3,0.33,0.26,0,0.07,0.01,2004,2000,78.8,0,21.2,3,Mid-tier (0.1ƒ??1M),,,
Fight Night Round 3,XB,Fighting,EA Sports,7.3,0.33,0.26,0,0.06,0.01,2006,2000,78.8,0,18.2,3,Mid-tier (0.1ƒ??1M),,,
Medal of Honor: Warfighter,PC,Shooter,Electronic Arts,7.3,0.33,0.14,0,0.16,0.03,2012,2010,42.4,0,48.5,9.1,Mid-tier (0.1ƒ??1M),,,
Etrian Odyssey,DS,Role-Playing,Atlus,7.4,0.33,0.19,0.09,0.03,0.02,2007,2000,57.6,27.3,9.1,6.1,Mid-tier (0.1ƒ??1M),,,
Family Party: 90 Great Games Party Pack,Wii,Misc,D3 Publisher,7.3,0.33,0.31,0,0,0.02,2010,2010,93.9,0,0,6.1,Mid-tier (0.1ƒ??1M),,,
Transformers: Revenge of the Fallen -- Decepticons,DS,Action,Activision,7.3,0.33,0.17,0,0.13,0.03,2009,2000,51.5,0,39.4,9.1,Mid-tier (0.1ƒ??1M),,,
Harry Potter and the Half-Blood Prince,PS3,Action,Electronic Arts,7.3,0.33,0.15,0,0.13,0.05,2009,2000,45.5,0,39.4,15.2,Mid-tier (0.1ƒ??1M),,,
Night at the Museum: Battle of the Smithsonian,Wii,Action,Majesco,7.3,0.33,0.17,0,0.13,0.03,2009,2000,51.5,0,39.4,9.1,Mid-tier (0.1ƒ??1M),,,
Ultimate NES Remix,3DS,Action,Nintendo,7,0.33,0.19,0,0.11,0.03,2014,2010,57.6,0,33.3,9.1,Mid-tier (0.1ƒ??1M),,,
Naruto: Rise of a Ninja,X360,Action,Ubisoft,7.8,0.33,0.29,0,0.01,0.03,2007,2000,87.9,0,3,9.1,Mid-tier (0.1ƒ??1M),,,
Bee Movie Game,Wii,Action,Activision,7.3,0.33,0.3,0,0.01,0.03,2007,2000,90.9,0,3,9.1,Mid-tier (0.1ƒ??1M),,,
Golden Axe: Beast Rider,X360,Action,Sega,4,0.33,0.19,0,0.11,0.03,2008,2000,57.6,0,33.3,9.1,Mid-tier (0.1ƒ??1M),,,
Ninja Blade,X360,Action,Microsoft,6.7,0.33,0.14,0.02,0.14,0.03,2009,2000,42.4,6.1,42.4,9.1,Mid-tier (0.1ƒ??1M),,,
Hulk,XB,Action,Universal Interactive,7.3,0.33,0.25,0,0.07,0.01,2003,2000,75.8,0,21.2,3,Mid-tier (0.1ƒ??1M),,,
Jeanne d'Arc,PSP,Role-Playing,Sony Computer Entertainment,8.4,0.33,0.21,0.1,0,0.02,2007,2000,63.6,30.3,0,6.1,Mid-tier (0.1ƒ??1M),,,
Hell's Kitchen: The Game,Wii,Simulation,Ubisoft,7.3,0.33,0.3,0,0,0.03,2008,2000,90.9,0,0,9.1,Mid-tier (0.1ƒ??1M),,,
Def Jam Rapstar,Wii,Misc,Konami,7.3,0.33,0.29,0,0.02,0.02,2010,2010,87.9,0,6.1,6.1,Mid-tier (0.1ƒ??1M),,,
The Lego Ninjago Movie Videogame,XOne,Action,Warner Bros. Interactive Entertainment,7.3,0.33,0.21,0,0.09,0.03,2017,2010,63.6,0,27.3,9.1,Mid-tier (0.1ƒ??1M),,,
Night at the Museum: Battle of the Smithsonian,DS,Action,Majesco,7.3,0.33,0.12,0,0.18,0.04,2009,2000,36.4,0,54.5,12.1,Mid-tier (0.1ƒ??1M),,,
Dishonored: Death of the Outsider,PS4,Action,Bethesda Softworks,7.3,0.33,0.1,0,0.18,0.05,2017,2010,30.3,0,54.5,15.2,Mid-tier (0.1ƒ??1M),,,
Samurai Warriors 3Z,PS3,Action,Tecmo Koei,7.3,0.33,0,0.33,0,0,2011,2010,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Klonoa 2: Lunatea's Veil,PS2,Platform,Namco,9.4,0.33,0.12,0.08,0.1,0.03,2001,2000,36.4,24.2,30.3,9.1,Mid-tier (0.1ƒ??1M),,,
Banjo-Kazooie: Grunty's Revenge,GBA,Platform,THQ,6.6,0.33,0.24,0,0.09,0.01,2003,2000,72.7,0,27.3,3,Mid-tier (0.1ƒ??1M),,,
Buzz! The Ultimate Music Quiz,PS3,Misc,Sony Computer Entertainment,7.3,0.33,0,0,0.25,0.08,2010,2010,0,0,75.8,24.2,Mid-tier (0.1ƒ??1M),,,
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,Fighting,Tomy Corporation,7.3,0.33,0,0.3,0,0.02,1995,1990,0,90.9,0,6.1,Mid-tier (0.1ƒ??1M),,,
Spy Kids 3-D: Game Over,GBA,Platform,Disney Interactive Studios,7.3,0.33,0.24,0,0.09,0.01,2003,2000,72.7,0,27.3,3,Mid-tier (0.1ƒ??1M),,,
Mystery Case Files: The Malgrave Incident,Wii,Adventure,Nintendo,6.3,0.33,0.17,0,0.13,0.03,2011,2010,51.5,0,39.4,9.1,Mid-tier (0.1ƒ??1M),,,
NeoGeo Battle Coliseum,PS2,Fighting,SNK Playmore,7.3,0.33,0.16,0,0.13,0.04,2007,2000,48.5,0,39.4,12.1,Mid-tier (0.1ƒ??1M),,,
The King of Fighters XIII,X360,Fighting,Atlus,7.3,0.33,0.23,0.01,0.07,0.03,2011,2010,69.7,3,21.2,9.1,Mid-tier (0.1ƒ??1M),,,
Street Fighter Alpha 3 MAX,PSP,Fighting,Capcom,7.8,0.33,0.27,0.02,0.01,0.03,2006,2000,81.8,6.1,3,9.1,Mid-tier (0.1ƒ??1M),,,
Dead or Alive 5,X360,Fighting,Tecmo Koei,7.6,0.33,0.2,0.03,0.08,0.03,2012,2010,60.6,9.1,24.2,9.1,Mid-tier (0.1ƒ??1M),,,
We Sing Deutsche Hits,Wii,Misc,Nordic Games,7.3,0.33,0,0,0.29,0.04,2011,2010,0,0,87.9,12.1,Mid-tier (0.1ƒ??1M),,,
GT Advance Championship Racing,GBA,Racing,THQ,7.5,0.33,0.24,0,0.09,0.01,2001,2000,72.7,0,27.3,3,Mid-tier (0.1ƒ??1M),,,
Tokyo Highway Battle,PS,Racing,Crave Entertainment,7.3,0.33,0.06,0.21,0.04,0.02,1996,1990,18.2,63.6,12.1,6.1,Mid-tier (0.1ƒ??1M),,,
Beyond Good & Evil,PS2,Adventure,Ubisoft,8.3,0.33,0.16,0,0.13,0.04,2003,2000,48.5,0,39.4,12.1,Mid-tier (0.1ƒ??1M),,,
Dr. Mario / Puzzle League,GBA,Puzzle,Nintendo,7.5,0.33,0.12,0.16,0.04,0.01,2005,2000,36.4,48.5,12.1,3,Mid-tier (0.1ƒ??1M),,,
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,Music,Namco Bandai Games,7.3,0.33,0,0.33,0,0,2014,2010,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Clock Tower 3,PS2,Adventure,Capcom,7,0.33,0.1,0.12,0.08,0.03,2003,2000,30.3,36.4,24.2,9.1,Mid-tier (0.1ƒ??1M),,,
Scooby-Doo! First Frights,PS2,Adventure,Warner Bros. Interactive,7.3,0.33,0.14,0,0.03,0.16,2009,2000,42.4,0,9.1,48.5,Mid-tier (0.1ƒ??1M),,,
Alien: Isolation,PS3,Adventure,Sega,7.3,0.33,0.12,0,0.16,0.05,2014,2010,36.4,0,48.5,15.2,Mid-tier (0.1ƒ??1M),,,
The Adventures of Tintin: The Game,Wii,Adventure,Ubisoft,7.3,0.33,0.12,0,0.16,0.04,2011,2010,36.4,0,48.5,12.1,Mid-tier (0.1ƒ??1M),,,
BeatMania Append GottaMix,PS,Simulation,Konami,7.3,0.33,0,0.31,0,0.02,1999,1990,0,93.9,0,6.1,Mid-tier (0.1ƒ??1M),,,
The Sims 2,GC,Simulation,Electronic Arts,7.6,0.33,0.26,0,0.07,0.01,2005,2000,78.8,0,21.2,3,Mid-tier (0.1ƒ??1M),,,
Sniper Elite III,X360,Shooter,505 Games,7.3,0.33,0.18,0,0.12,0.03,2014,2010,54.5,0,36.4,9.1,Mid-tier (0.1ƒ??1M),,,
Parodius,PS,Shooter,Konami,7.3,0.33,0,0.31,0,0.02,1996,1990,0,93.9,0,6.1,Mid-tier (0.1ƒ??1M),,,
PlayerUnknown's Battlegrounds,PS4,Shooter,Sony Interactive Entertainment,7.3,0.33,0.13,0,0.15,0.05,2018,2010,39.4,0,45.5,15.2,Mid-tier (0.1ƒ??1M),,,
Fracture,X360,Shooter,LucasArts,4,0.33,0.15,0,0.14,0.04,2008,2000,45.5,0,42.4,12.1,Mid-tier (0.1ƒ??1M),,,
Power Rangers: Ninja Storm,GBA,Platform,THQ,7.3,0.33,0.24,0,0.09,0.01,2003,2000,72.7,0,27.3,3,Mid-tier (0.1ƒ??1M),,,
WWE Wrestlemania XIX,GC,Fighting,THQ,7.8,0.33,0.26,0,0.07,0.01,2003,2000,78.8,0,21.2,3,Mid-tier (0.1ƒ??1M),,,
Legends of Wrestling II,PS2,Fighting,Acclaim Entertainment,7.3,0.33,0.16,0,0.13,0.04,2002,2000,48.5,0,39.4,12.1,Mid-tier (0.1ƒ??1M),,,
Bratz: Girlz Really Rock,DS,Action,THQ,7.3,0.32,0.18,0,0.11,0.03,2008,2000,56.2,0,34.4,9.4,Mid-tier (0.1ƒ??1M),,,
OverBlood,PS,Action,Electronic Arts,7.3,0.32,0.05,0.21,0.04,0.02,1997,1990,15.6,65.6,12.5,6.2,Mid-tier (0.1ƒ??1M),,,
LEGO The Incredibles,XOne,Action,Warner Bros. Interactive Entertainment,7.3,0.32,0.19,0,0.1,0.03,2018,2010,59.4,0,31.2,9.4,Mid-tier (0.1ƒ??1M),,,
Darkwatch,PS2,Shooter,Capcom,7.3,0.32,0.16,0,0.12,0.04,2005,2000,50,0,37.5,12.5,Mid-tier (0.1ƒ??1M),,,
Clive Barker's Jericho,X360,Shooter,Codemasters,5.8,0.32,0.28,0,0.01,0.02,2007,2000,87.5,0,3.1,6.2,Mid-tier (0.1ƒ??1M),,,
Payday 2,PS4,Shooter,505 Games,6.5,0.32,0.12,0,0.14,0.05,2015,2010,37.5,0,43.8,15.6,Mid-tier (0.1ƒ??1M),,,
Street Fighter Alpha 2,SAT,Fighting,Capcom,8.1,0.32,0,0.32,0,0,1996,1990,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Bust-A-Move '99,PS,Puzzle,Acclaim Entertainment,7.7,0.32,0.18,0,0.12,0.02,1999,1990,56.2,0,37.5,6.2,Mid-tier (0.1ƒ??1M),,,
Borderlands: The Pre-Sequel,PC,Misc,2K Games,7.3,0.32,0.14,0,0.15,0.03,2014,2010,43.8,0,46.9,9.4,Mid-tier (0.1ƒ??1M),,,
Karaoke Revolution Presents American Idol Encore 2,Wii,Misc,Konami,7.3,0.32,0.3,0,0,0.02,2008,2000,93.8,0,0,6.2,Mid-tier (0.1ƒ??1M),,,
Shenmue II,XB,Adventure,Microsoft,7.9,0.32,0.22,0,0.08,0.01,2002,2000,68.8,0,25,3.1,Mid-tier (0.1ƒ??1M),,,
Silent Hill: Downpour,X360,Adventure,Konami,7.3,0.32,0.22,0,0.08,0.03,2012,2010,68.8,0,25,9.4,Mid-tier (0.1ƒ??1M),,,
Tetris 2 + Bombliss,NES,Puzzle,BPS,7.3,0.32,0,0.32,0,0,1991,1990,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,Puzzle,GungHo Online Entertainment,7.3,0.32,0,0.32,0,0,2016,2010,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Battlestations: Pacific,X360,Strategy,Eidos Interactive,7.3,0.32,0.17,0.01,0.11,0.03,2009,2000,53.1,3.1,34.4,9.4,Mid-tier (0.1ƒ??1M),,,
Dragon Quest Monsters: Battle Road Victory,Wii,Strategy,Square Enix,7.3,0.32,0,0.32,0,0,2010,2010,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Momotarou Dentetsu 20-Shuunen,DS,Misc,Hudson Soft,7.3,0.32,0,0.32,0,0,2008,2000,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Wipeout 2,Wii,Misc,Activision,7.3,0.32,0.3,0,0,0.02,2011,2010,93.8,0,0,6.2,Mid-tier (0.1ƒ??1M),,,
Chibi-Robo! Zip Lash,3DS,Platform,Nintendo,5.5,0.32,0.14,0.07,0.09,0.02,2015,2010,43.8,21.9,28.1,6.2,Mid-tier (0.1ƒ??1M),,,
Rayman 2: The Great Escape,PS,Platform,Ubisoft,8.7,0.32,0.18,0,0.12,0.02,2000,2000,56.2,0,37.5,6.2,Mid-tier (0.1ƒ??1M),,,
Frogger's Adventures: The Rescue,PS2,Platform,Konami,7.3,0.32,0.16,0,0.12,0.04,2003,2000,50,0,37.5,12.5,Mid-tier (0.1ƒ??1M),,,
Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,Square Enix,6.5,0.32,0.28,0.02,0,0.03,2007,2000,87.5,6.2,0,9.4,Mid-tier (0.1ƒ??1M),,,
Championship Bass,PS,Sports,EA Sports,7.1,0.32,0.18,0,0.12,0.02,2000,2000,56.2,0,37.5,6.2,Mid-tier (0.1ƒ??1M),,,
NHL Breakaway 98,N64,Sports,Acclaim Entertainment,7.3,0.32,0.3,0,0.02,0,1998,1990,93.8,0,6.2,0,Mid-tier (0.1ƒ??1M),,,
Heart of Darkness,PS,Platform,Interplay,7.3,0.32,0.18,0,0.12,0.02,1998,1990,56.2,0,37.5,6.2,Mid-tier (0.1ƒ??1M),,,
Little Deviants,PSV,Platform,Sony Computer Entertainment,7.3,0.32,0.14,0,0.13,0.05,2012,2010,43.8,0,40.6,15.6,Mid-tier (0.1ƒ??1M),,,
Madden NFL 2002,GBA,Sports,EA Sports,7.3,0.32,0.23,0,0.08,0.01,2001,2000,71.9,0,25,3.1,Mid-tier (0.1ƒ??1M),,,
Harvest Moon: Back to Nature,PS,Simulation,Natsume,7.3,0.32,0.11,0.12,0.07,0.02,2000,2000,34.4,37.5,21.9,6.2,Mid-tier (0.1ƒ??1M),,,
Dance Dance Revolution Universe,X360,Simulation,Konami,7.3,0.32,0.3,0,0,0.02,2007,2000,93.8,0,0,6.2,Mid-tier (0.1ƒ??1M),,,
Pony Friends 2,DS,Simulation,Square Enix,7.3,0.32,0.21,0,0.09,0.02,2010,2010,65.6,0,28.1,6.2,Mid-tier (0.1ƒ??1M),,,
Shin Momotarou Densetsu,SNES,Role-Playing,Hudson Soft,7.3,0.32,0,0.32,0,0,1993,1990,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Live A Live,SNES,Role-Playing,Square,7.3,0.32,0,0.32,0,0,1994,1990,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Bleach: Shattered Blade,Wii,Fighting,Sega,5.3,0.32,0.21,0.08,0.01,0.02,2007,2000,65.6,25,3.1,6.2,Mid-tier (0.1ƒ??1M),,,
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,Role-Playing,Atlus,7,0.32,0.14,0.11,0.04,0.04,2011,2010,43.8,34.4,12.5,12.5,Mid-tier (0.1ƒ??1M),,,
Littlest Pet Shop: City Friends,DS,Simulation,Electronic Arts,7.3,0.32,0.29,0,0,0.02,2009,2000,90.6,0,0,6.2,Mid-tier (0.1ƒ??1M),,,
Ed, Edd n Eddy: Jawbreakers!,GBA,Adventure,BAM! Entertainment,5,0.32,0.23,0,0.08,0.01,2002,2000,71.9,0,25,3.1,Mid-tier (0.1ƒ??1M),,
Riven: The Sequel to Myst,PS,Adventure,Acclaim Entertainment,7.3,0.32,0.18,0,0.12,0.02,1997,1990,56.2,0,37.5,6.2,Mid-tier (0.1ƒ??1M),,,
Goosebumps HorrorLand,DS,Adventure,Scholastic Inc.,7.3,0.32,0.29,0,0,0.02,2008,2000,90.6,0,0,6.2,Mid-tier (0.1ƒ??1M),,,
Derby Stallion DS,DS,Sports,Enterbrain,7.3,0.32,0,0.32,0,0,2008,2000,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Cabela's Dangerous Hunts 2011,X360,Sports,Activision,7.3,0.32,0.28,0,0.01,0.02,2010,2010,87.5,0,3.1,6.2,Mid-tier (0.1ƒ??1M),,,
Prince of Persia: The Sands of Time,GC,Adventure,Ubisoft,9,0.32,0.25,0,0.06,0.01,2003,2000,78.1,0,18.8,3.1,Mid-tier (0.1ƒ??1M),,,
Hatsune Miku: Project Diva F 2nd,PSV,Music,Sega,7.3,0.32,0.08,0.16,0.05,0.04,2014,2010,25,50,15.6,12.5,Mid-tier (0.1ƒ??1M),,,
Monsters, Inc.,PS2,Adventure,Sony Computer Entertainment,7.3,0.32,0.15,0,0.12,0.04,2002,2000,46.9,0,37.5,12.5,Mid-tier (0.1ƒ??1M),,
Shin Super Robot Taisen Special Disk,PS,Strategy,Banpresto,7.3,0.32,0,0.3,0,0.02,1997,1990,0,93.8,0,6.2,Mid-tier (0.1ƒ??1M),,,
Kingdom Under Fire: The Crusaders,XB,Strategy,Microsoft,7.3,0.32,0.24,0,0.07,0.01,2004,2000,75,0,21.9,3.1,Mid-tier (0.1ƒ??1M),,,
Romance of the Three Kingdoms VII,PS2,Strategy,KOEI,7.3,0.32,0.08,0.16,0.06,0.02,2002,2000,25,50,18.8,6.2,Mid-tier (0.1ƒ??1M),,,
Dynasty Warriors 4 Empires,PS2,Action,KOEI,7.3,0.32,0,0.32,0,0,2004,2000,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Final Fantasy XI: Online,PS2,MMO,Square Enix,8.4,0.32,0.08,0.15,0.06,0.02,2004,2000,25,46.9,18.8,6.2,Mid-tier (0.1ƒ??1M),,,
Marvel: Ultimate Alliance 2,Wii,Role-Playing,Activision,5.6,0.32,0.25,0,0.05,0.03,2009,2000,78.1,0,15.6,9.4,Mid-tier (0.1ƒ??1M),,,
Eternal Sonata,X360,Role-Playing,Namco Bandai,7.9,0.32,0.19,0.08,0.04,0.02,2007,2000,59.4,25,12.5,6.2,Mid-tier (0.1ƒ??1M),,,
Birthday Party Bash,Wii,Misc,2K Play,7.3,0.32,0.29,0,0,0.02,2009,2000,90.6,0,0,6.2,Mid-tier (0.1ƒ??1M),,,
LEGO The Lord of the Rings,PSV,Misc,Warner Bros. Interactive Entertainment,7.3,0.32,0.09,0,0.16,0.07,2012,2010,28.1,0,50,21.9,Mid-tier (0.1ƒ??1M),,,
Momotarou Dentetsu Happy,SNES,Misc,Hudson Soft,7.3,0.32,0,0.32,0,0,1996,1990,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
NCAA Basketball 10,X360,Sports,Electronic Arts,7.3,0.32,0.3,0,0,0.03,2009,2000,93.8,0,0,9.4,Mid-tier (0.1ƒ??1M),,,
Carnival Games: Monkey See, Monkey Do!,X360,Misc,2K Play,7.3,0.32,0.14,0,0.15,0.03,2011,2010,43.8,0,46.9,9.4,Mid-tier (0.1ƒ??1M),,
Drakengard 3,PS3,Misc,Square Enix,7.3,0.32,0.11,0.19,0,0.02,2014,2010,34.4,59.4,0,6.2,Mid-tier (0.1ƒ??1M),,,
Beautiful Katamari,X360,Puzzle,Namco Bandai,7.3,0.32,0.14,0.15,0.02,0.02,2007,2000,43.8,46.9,6.2,6.2,Mid-tier (0.1ƒ??1M),,,
FIFA Street 3,PS3,Sports,EA Sports BIG,7.3,0.32,0.08,0,0.18,0.06,2008,2000,25,0,56.2,18.8,Mid-tier (0.1ƒ??1M),,,
Madden NFL 09,DS,Sports,EA Sports,7.3,0.32,0.3,0,0,0.02,2008,2000,93.8,0,0,6.2,Mid-tier (0.1ƒ??1M),,,
Batman: Arkham Origins,WiiU,Action-Adventure,Warner Bros. Interactive Entertainment,7.3,0.32,0.19,0,0.1,0.03,2013,2010,59.4,0,31.2,9.4,Mid-tier (0.1ƒ??1M),,,
MLB 07: The Show,PS3,Sports,Sony Computer Entertainment,7.3,0.32,0.29,0,0,0.03,2007,2000,90.6,0,0,9.4,Mid-tier (0.1ƒ??1M),,,
Sky Odyssey,PS2,Simulation,Activision,7.3,0.32,0.16,0,0.12,0.04,2000,2000,50,0,37.5,12.5,Mid-tier (0.1ƒ??1M),,,
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,Simulation,ASCII Entertainment,7.3,0.32,0,0.32,0,0,2001,2000,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Farming Simulator 19,XOne,Simulation,Focus Home Interactive,7.3,0.32,0.19,0,0.09,0.03,2018,2010,59.4,0,28.1,9.4,Mid-tier (0.1ƒ??1M),,,
The Conveni: Ano Machi wo Dokusen Seyo,PS,Simulation,Human Entertainment,7.3,0.32,0,0.3,0,0.02,1997,1990,0,93.8,0,6.2,Mid-tier (0.1ƒ??1M),,,
UEFA Euro 2008 Austria-Switzerland,PS2,Sports,Electronic Arts,7.3,0.32,0.03,0,0,0.28,2008,2000,9.4,0,0,87.5,Mid-tier (0.1ƒ??1M),,,
Rugby World Cup 2011,PS3,Sports,505 Games,4.5,0.32,0,0,0.25,0.07,2011,2010,0,0,78.1,21.9,Mid-tier (0.1ƒ??1M),,,
Virtua Striker 2,DC,Sports,Sega,7.3,0.32,0,0.32,0,0,2000,2000,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Disney's Extreme Skate Adventure,PS2,Sports,Activision,7.3,0.32,0.16,0,0.12,0.04,2003,2000,50,0,37.5,12.5,Mid-tier (0.1ƒ??1M),,,
Frankenstein's Monster,2600,Action,Data Age,7.3,0.32,0.3,0,0.02,0,1983,1980,93.8,0,6.2,0,Mid-tier (0.1ƒ??1M),,,
Overlord II,PS3,Action,Codemasters,7.3,0.32,0.11,0,0.15,0.05,2009,2000,34.4,0,46.9,15.6,Mid-tier (0.1ƒ??1M),,,
The Biggest Loser,DS,Sports,THQ,7.3,0.32,0.18,0,0.11,0.03,2009,2000,56.2,0,34.4,9.4,Mid-tier (0.1ƒ??1M),,,
NBA 2K3,XB,Sports,Sega,7.3,0.32,0.24,0,0.07,0.01,2002,2000,75,0,21.9,3.1,Mid-tier (0.1ƒ??1M),,,
All-Star Baseball 2005,PS2,Sports,Acclaim Entertainment,7.3,0.32,0.16,0,0.12,0.04,2004,2000,50,0,37.5,12.5,Mid-tier (0.1ƒ??1M),,,
NFL Fever 2004,XB,Sports,Microsoft Game Studios,7.3,0.32,0.24,0,0.07,0.01,2003,2000,75,0,21.9,3.1,Mid-tier (0.1ƒ??1M),,,
NBA Street V3,XB,Sports,EA Sports BIG,7.3,0.32,0.28,0,0.03,0.01,2005,2000,87.5,0,9.4,3.1,Mid-tier (0.1ƒ??1M),,,
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,Action,Konami,7.3,0.32,0.23,0,0.09,0.01,2004,2000,71.9,0,28.1,3.1,Mid-tier (0.1ƒ??1M),,,
Ben 10 Ultimate Alien: Cosmic Destruction,DS,Platform,D3 Publisher,7.3,0.32,0.22,0,0.08,0.03,2010,2010,68.8,0,25,9.4,Mid-tier (0.1ƒ??1M),,,
My Baby: First Steps,DS,Simulation,SouthPeak Interactive,7.3,0.32,0.27,0,0.03,0.02,2009,2000,84.4,0,9.4,6.2,Mid-tier (0.1ƒ??1M),,,
Rock Band Country Track Pack,PS2,Misc,MTV Games,7.3,0.32,0.16,0,0.12,0.04,2009,2000,50,0,37.5,12.5,Mid-tier (0.1ƒ??1M),,,
Sega Smash Pack,GBA,Misc,THQ,7.3,0.32,0.23,0,0.08,0.01,2002,2000,71.9,0,25,3.1,Mid-tier (0.1ƒ??1M),,,
Golden Axe: Beast Rider,PS3,Action,Sega,4.5,0.32,0.13,0,0.14,0.06,2008,2000,40.6,0,43.8,18.8,Mid-tier (0.1ƒ??1M),,,
Quiz Magic Academy DS,DS,Misc,Konami,7.3,0.32,0,0.32,0,0,2008,2000,0,100,0,0,Mid-tier (0.1ƒ??1M),,,
Karaoke Revolution Volume 3,PS2,Misc,Konami,7.3,0.32,0.16,0,0.12,0.04,2004,2000,50,0,37.5,12.5,Mid-tier (0.1ƒ??1M),,,
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,Misc,Majesco,7.3,0.32,0.23,0,0.08,0.01,2005,2000,71.9,0,25,3.1,Mid-tier (0.1ƒ??1M),,,
Cars 3: Driven to Win,NS,Racing,Warner Bros. Interactive Entertainment,7.3,0.32,0.13,0.02,0.14,0.02,2017,2010,40.6,6.2,43.8,6.2,Mid-tier (0.1ƒ??1M),,,
Bigfoot: Collision Course,Wii,Racing,Zoo Digital Publishing,7.3,0.32,0.3,0,0,0.02,2008,2000,93.8,0,0,6.2,Mid-tier (0.1ƒ??1M),,,
The Black Eyed Peas Experience,X360,Misc,Ubisoft,7.3,0.32,0.2,0,0.1,0.03,2011,2010,62.5,0,31.2,9.4,Mid-tier (0.1ƒ??1M),,,
DJ Hero,PS2,Misc,Activision,8.3,0.32,0.1,0,0.02,0.2,2009,2000,31.2,0,6.2,62.5,Mid-tier (0.1ƒ??1M),,,
